text,label
HSBC Bank wishes you a great day!,info
Aviso: O limite do seu cartão está próximo do fim.,alert
Bank of America Bank wishes you a great day!,info
We received a request to change your data. Wasn't you? bit.ly/seguranca-ban,fraud
HSBC Bank wishes you a great day!,info
Deseja saber mais sobre nossos planos de previdência?,info
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Discover the advantages of being a Premium client.,info
Alert: We detected a fluctuation in your connection to the bank.,alert
Recebemos um pedido de alteração de dados. Não foi você? bit.ly/seguranca-ban,fraud
"Warning: Suspicious transfer of $4504 detected. If it wasn't you, click: bit.ly/seguranca-ban",fraud
Your bill of $97 is due tomorrow. Pay now to avoid late fees.,payment
Confirmação de pagamento via PIX no valor de R$ 923 para João Silva.,payment
Check your detailed statement in the 'Finances' menu.,info
Recebemos seu depósito de R$ 143. O saldo será atualizado em breve.,payment
Payment confirmation via wire transfer of $17 to Sarah Davis.,payment
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: seguro.vcc.com/atualizar,fraud
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: linkp.site/verificar,fraud
Veja aqui o resumo dos seus gastos no último mês.,info
Your Citibank account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
Your Bank of America account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
Comunicado importante sobre as taxas da sua conta corrente.,alert
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: linkp.site/verificar,fraud
Attention: New security rules for wire transfers.,alert
Security tip: Never share your password with third parties over the phone.,alert
Would you like to know more about our retirement plans?,info
Important notice about your checking account fees.,alert
Seu cartão de crédito final 5287 foi aprovado. Limite de R$ 807.,payment
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: linkp.site/verificar,fraud
Notification: Scheduled maintenance on Saturday.,alert
We received a request to change your data. Wasn't you? seguro.vcc.com/atualizar,fraud
Confirmação de pagamento via PIX no valor de R$ 914 para João Silva.,payment
Consulte seu extrato detalhado no menu 'Finanças'.,info
Veja aqui o resumo dos seus gastos no último mês.,info
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: seguro.vcc.com/atualizar,fraud
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: linkp.site/verificar,fraud
"Hello, how can I help you today?",info
Your credit card ending in 9021 has been approved. Limit: $880.,payment
We received your deposit of $887. The balance will be updated shortly.,payment
Your February statement is now available for payment.,payment
Transferência agendada com sucesso para Ana Costa no dia 15/05/2026.,payment
Notice: Your card limit is almost reached.,alert
"Hello, how can I help you today?",info
Transfer scheduled successfully to John Smith on 05/15/2026.,payment
Transferência agendada com sucesso para Carlos Souza no dia 15/05/2026.,payment
Your bill of $493 is due tomorrow. Pay now to avoid late fees.,payment
Seu boleto de R$ 527 vence amanhã. Pague agora e evite juros.,payment
Comunicado importante sobre as taxas da sua conta corrente.,alert
Your account now has access to new investment funds.,alert
Congratulations! You won a prize. Claim it by clicking the link: bit.ly/seguranca-ban,fraud
Deseja saber mais sobre nossos planos de previdência?,info
Transferência agendada com sucesso para Carlos Souza no dia 15/05/2026.,payment
Recebemos seu depósito de R$ 244. O saldo será atualizado em breve.,payment
Your account now has access to new investment funds.,alert
"Hello, how can I help you today?",info
Alert: We detected a fluctuation in your connection to the bank.,alert
Wells Fargo Bank wishes you a great day!,info
Recebemos um pedido de alteração de dados. Não foi você? linkp.site/verificar,fraud
Detectamos uma tentativa de invasão. Confirme seus dados agora: linkp.site/verificar,fraud
Attention: New security rules for wire transfers.,alert
Confirmação de pagamento via PIX no valor de R$ 423 para Maria Oliveira.,payment
Aviso: O limite do seu cartão está próximo do fim.,alert
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Notice: Your card limit is almost reached.,alert
Your April statement is now available for payment.,payment
Notificação: Manutenção programada no sistema no dia sábado.,alert
Consulte seu extrato detalhado no menu 'Finanças'.,info
Discover the advantages of being a Premium client.,info
Your password expires in 24h. Update here to avoid being locked out: bit.ly/seguranca-ban,fraud
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: bit.ly/seguranca-ban,fraud
"Olá, como posso ajudar você hoje?",info
Discover the advantages of being a Premium client.,info
Seu cartão de crédito final 6830 foi aprovado. Limite de R$ 771.,payment
Use o QR Code abaixo para realizar seu pagamento na Mercado Livre.,payment
Your password expires in 24h. Update here to avoid being locked out: linkp.site/verificar,fraud
Comunicado importante sobre as taxas da sua conta corrente.,alert
"Hello, how can I help you today?",info
"Warning: Suspicious transfer of $1183 detected. If it wasn't you, click: linkp.site/verificar",fraud
Important notice about your checking account fees.,alert
Alert: We detected a fluctuation in your connection to the bank.,alert
Attention: New security rules for wire transfers.,alert
Important notice about your checking account fees.,alert
Comunicado importante sobre as taxas da sua conta corrente.,alert
Security tip: Never share your password with third parties over the phone.,alert
Saiba como economizar usando nossa nova ferramenta de metas.,info
Seu boleto de R$ 491 vence amanhã. Pague agora e evite juros.,payment
Descubra as vantagens de ser um cliente Premium.,info
Débito automático de R$ 537 realizado hoje.,payment
Alert: We detected a fluctuation in your connection to the bank.,alert
Veja aqui o resumo dos seus gastos no último mês.,info
Would you like to know more about our retirement plans?,info
We received a request to change your data. Wasn't you? linkp.site/verificar,fraud
Transferência agendada com sucesso para João Silva no dia 15/05/2026.,payment
Saiba como economizar usando nossa nova ferramenta de metas.,info
Security tip: Never share your password with third parties over the phone.,alert
